"sex","marital","date1a","date2a","act87a","act87b","party","race","bbsmart1","bbsmart2","bbsmart3a","bbsmart3b","bbsmart4","date4a","date4b","stud","snsjob1a","snsjob1b","snsjob1c","snsjob2a","snsjob2b","age","zipcode","educ2","inc"
1,6,2,2,NA,1,2,2,NA,NA,NA,NA,NA,8,8,3,2,2,2,2,2,24,20910,6,6
2,1,2,2,NA,1,2,2,NA,NA,NA,NA,NA,1,1,1,1,2,1,2,2,39,20019,8,9
2,4,NA,NA,NA,NA,2,2,2,2,1,1,9,2,1,3,NA,NA,NA,NA,NA,37,22206,2,3
1,1,NA,2,NA,NA,2,6,2,2,2,2,3,1,8,3,NA,NA,NA,NA,NA,35,99999,3,4
2,2,2,NA,2,NA,8,1,2,2,1,1,1,2,2,3,NA,NA,NA,NA,NA,38,77041,1,98
1,3,2,2,1,NA,3,8,2,1,1,1,1,2,1,3,2,2,2,2,2,62,90036,6,2
1,1,2,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,2,3,2,2,1,2,2,68,72756,6,6
2,3,2,2,NA,2,3,1,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,62,87507,3,3
1,6,2,2,NA,1,2,2,1,2,1,2,3,1,2,3,2,2,2,2,2,40,76712,6,6
1,1,2,2,2,NA,1,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,60,76801,8,8
2,6,2,2,NA,1,2,2,NA,NA,NA,NA,NA,1,1,1,2,2,1,1,2,31,42101,4,7
2,1,2,2,1,NA,1,1,8,1,1,2,NA,1,1,3,2,2,1,2,2,54,77583,4,9
2,2,2,NA,1,NA,5,1,NA,NA,NA,NA,NA,2,2,3,1,2,2,2,2,23,55104,6,1
2,1,2,2,1,NA,1,1,NA,NA,NA,NA,NA,2,2,3,1,2,2,2,2,56,91709,6,7
2,6,2,1,NA,2,1,4,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,60,32392,3,1
2,3,1,1,NA,1,3,1,1,2,1,2,1,1,1,3,2,2,2,2,2,65,78028,5,6
2,1,2,2,1,NA,9,9,NA,NA,NA,NA,NA,8,8,3,2,2,2,2,2,60,99999,4,99
1,2,2,2,NA,1,3,1,NA,NA,NA,NA,NA,2,1,3,1,1,1,2,2,31,85303,4,8
2,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,1,2,2,42,83201,6,7
2,3,2,NA,NA,2,2,1,2,2,1,8,8,8,1,3,NA,NA,NA,NA,NA,70,91343,4,7
1,1,2,2,1,NA,2,3,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,32,90806,4,6
1,1,2,2,2,NA,2,1,NA,NA,NA,NA,NA,1,8,3,NA,NA,NA,NA,NA,39,94010,3,99
2,1,NA,2,NA,NA,1,1,2,1,1,1,1,2,2,3,NA,NA,NA,NA,NA,54,91763,4,4
2,1,2,2,NA,2,1,3,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,44,91775,6,8
2,6,2,2,1,NA,1,3,2,2,1,2,1,1,2,1,1,2,2,2,2,22,92563,3,5
1,5,2,NA,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,62,86003,8,6
1,6,2,2,1,NA,3,1,2,2,2,2,4,1,1,1,2,2,2,2,2,19,45036,3,1
2,1,2,2,NA,1,2,1,2,1,1,1,1,2,1,3,1,2,1,1,2,25,72076,3,1
1,1,2,2,NA,2,2,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,65,76504,8,8
1,6,2,2,NA,1,3,2,NA,NA,NA,NA,NA,1,1,3,1,2,2,2,2,57,27301,6,5
2,9,2,2,NA,2,1,9,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,99,48307,99,99
2,1,2,2,NA,1,8,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,30,99999,4,6
2,1,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,55,80020,4,99
1,1,2,2,NA,1,3,1,1,2,1,2,3,1,1,3,1,1,1,1,2,26,49504,3,2
2,1,2,2,NA,1,3,2,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,30,19150,4,5
1,1,2,2,NA,1,3,2,NA,NA,NA,NA,NA,1,1,3,2,2,1,2,2,51,14094,6,8
1,9,1,1,NA,1,2,4,NA,NA,NA,NA,NA,1,1,9,2,2,2,2,2,25,99999,99,6
1,1,2,2,1,NA,2,2,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,61,44128,3,4
1,2,2,2,1,NA,4,6,2,2,2,2,NA,2,1,3,2,2,2,2,2,44,99999,1,98
2,3,NA,NA,NA,NA,2,1,2,2,1,8,1,1,1,3,NA,NA,NA,NA,NA,52,34982,4,2
2,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,51,13440,6,8
2,6,2,2,NA,2,2,2,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,39,43232,98,3
2,1,2,2,1,NA,2,2,NA,NA,NA,NA,NA,1,1,NA,1,1,1,2,2,38,39056,7,1
1,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,1,3,1,2,2,2,2,74,12303,8,6
1,1,8,8,8,NA,2,1,2,2,2,2,NA,8,8,3,NA,NA,NA,NA,NA,55,70605,2,1
1,4,2,NA,2,NA,3,1,1,2,1,2,4,1,2,3,NA,NA,NA,NA,NA,62,14510,6,3
2,6,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,2,3,1,2,2,2,2,23,20861,6,7
2,2,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,1,2,1,2,2,32,73119,4,3
2,3,1,2,NA,1,2,1,1,2,1,2,4,1,1,2,2,2,2,2,2,56,26554,8,6
2,1,2,2,1,NA,1,1,NA,NA,NA,NA,NA,1,1,3,1,2,2,2,2,41,26537,5,98
2,6,NA,NA,NA,NA,3,4,2,1,1,1,8,2,2,3,NA,NA,NA,NA,NA,50,6751,3,99
2,1,1,2,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,2,2,55,8876,8,9
1,6,1,2,NA,1,2,1,NA,NA,NA,NA,NA,2,1,3,1,2,2,1,2,48,35633,8,2
1,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,29,20901,8,9
1,1,2,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,1,2,2,2,2,58,43623,8,6
1,1,NA,2,NA,NA,3,2,1,9,9,9,NA,1,2,3,NA,NA,NA,NA,NA,60,21040,4,5
2,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,1,2,2,2,2,63,71203,8,6
1,1,1,2,1,NA,2,2,NA,NA,NA,NA,NA,1,2,3,1,2,2,2,2,34,19063,6,7
2,2,2,8,NA,1,3,6,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,44,20877,1,3
1,5,NA,2,NA,NA,3,2,2,2,2,2,4,1,2,3,NA,NA,NA,NA,NA,55,61265,5,3
2,1,2,2,NA,1,4,1,NA,NA,NA,NA,NA,1,2,3,2,2,1,2,2,63,50010,8,99
2,6,2,2,NA,1,4,2,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,28,71292,3,1
1,9,NA,NA,NA,NA,4,1,2,2,2,2,NA,2,1,3,NA,NA,NA,NA,NA,99,63074,99,99
2,6,2,1,1,NA,8,2,NA,NA,NA,NA,NA,1,1,1,1,2,1,2,2,19,16320,4,98
1,6,2,NA,NA,1,3,1,NA,NA,NA,NA,NA,1,2,1,1,2,2,2,2,26,66047,8,3
1,1,2,2,2,NA,3,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,48,63366,8,9
1,6,2,2,NA,1,3,2,NA,NA,NA,NA,NA,1,2,1,1,2,2,2,2,18,91001,1,98
2,6,NA,1,NA,NA,3,6,2,2,1,1,1,2,2,3,NA,NA,NA,NA,NA,60,85041,3,1
1,2,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,1,2,1,2,2,2,2,35,93458,2,3
1,6,2,2,1,NA,3,2,2,2,2,2,NA,2,2,3,2,2,2,2,2,30,93960,3,5
1,1,2,2,NA,2,2,1,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,52,94965,6,8
1,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,1,2,1,2,2,57,98372,4,9
1,1,2,NA,NA,2,1,2,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,79,92123,5,6
1,1,2,NA,1,NA,1,6,NA,NA,NA,NA,NA,2,1,3,2,2,2,2,2,41,92407,2,2
2,9,1,1,1,NA,3,8,NA,NA,NA,NA,NA,1,2,2,1,1,1,1,1,50,99999,99,1
1,1,2,2,1,NA,1,5,NA,NA,NA,NA,NA,1,2,3,2,2,1,2,2,41,92596,4,9
1,3,2,2,1,NA,2,1,1,1,1,2,1,1,2,3,1,2,2,2,2,45,32504,8,7
1,6,1,1,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,1,2,28,60617,6,6
2,1,NA,NA,NA,NA,4,1,1,1,1,2,NA,1,1,3,NA,NA,NA,NA,NA,51,63939,2,4
1,3,2,2,1,NA,3,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,48,77627,6,7
1,6,2,2,1,NA,3,3,1,2,2,2,6,1,2,1,1,1,1,1,2,21,29582,4,2
2,1,2,2,NA,1,3,3,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,31,97223,6,8
1,6,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,24,35806,3,3
2,6,1,1,1,NA,4,1,NA,NA,NA,NA,NA,1,1,3,2,2,1,1,2,34,98052,6,6
2,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,1,3,1,1,2,1,2,56,94123,6,9
2,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,47,55305,6,8
1,1,2,2,1,NA,1,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,32,30047,8,1
2,6,NA,NA,NA,NA,2,1,1,2,1,2,NA,1,1,3,NA,NA,NA,NA,NA,27,2720,3,98
1,1,2,2,2,NA,4,1,2,2,1,2,NA,2,2,3,NA,NA,NA,NA,NA,57,30103,2,2
1,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,48,44870,3,7
2,9,NA,NA,NA,NA,2,2,2,2,2,2,NA,1,1,3,NA,NA,NA,NA,NA,85,29223,3,1
1,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,1,2,2,39,17050,3,8
1,1,2,2,NA,2,2,1,NA,NA,NA,NA,NA,2,1,3,NA,NA,NA,NA,NA,73,30328,6,98
1,2,2,2,2,NA,3,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,51,48428,5,7
1,1,2,2,2,NA,3,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,60,63131,3,6
1,3,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,2,98,99999,4,6
2,1,2,2,NA,2,4,1,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,30,73141,6,4
1,1,2,2,1,NA,2,2,NA,NA,NA,NA,NA,2,1,3,1,1,1,1,2,24,30308,6,6
1,1,2,2,1,NA,1,1,NA,NA,NA,NA,NA,2,2,3,2,2,1,2,2,44,67208,8,6
2,6,2,2,1,NA,3,2,NA,NA,NA,NA,NA,2,2,3,1,1,1,2,2,21,6511,3,1
1,1,2,2,2,NA,2,1,NA,NA,NA,NA,NA,2,1,3,NA,NA,NA,NA,NA,70,40228,6,7
2,5,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,8,3,1,2,2,1,2,42,44310,8,98
1,1,2,NA,NA,1,3,1,NA,NA,NA,NA,NA,8,1,3,2,2,2,2,2,76,33764,5,8
1,1,NA,NA,NA,NA,2,1,2,2,2,2,NA,1,1,3,NA,NA,NA,NA,NA,51,44233,3,99
1,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,69,58104,6,9
1,1,1,2,NA,1,1,3,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,40,94550,8,9
2,6,2,NA,2,NA,2,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,60,54935,8,4
2,1,NA,NA,NA,NA,3,1,2,2,2,2,NA,2,2,3,NA,NA,NA,NA,NA,76,55371,3,2
2,5,NA,NA,NA,NA,2,1,1,2,1,2,6,1,1,3,NA,NA,NA,NA,NA,52,38701,3,2
2,1,2,2,NA,1,4,4,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,25,80219,3,5
2,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,1,2,2,38,84403,3,9
1,6,2,2,NA,2,4,6,NA,NA,NA,NA,NA,2,1,3,NA,NA,NA,NA,NA,18,78064,3,98
1,2,2,NA,1,NA,2,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,46,24880,3,2
1,1,2,2,NA,2,1,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,60,98408,6,8
1,1,2,2,NA,1,3,3,NA,NA,NA,NA,NA,2,1,3,1,2,1,2,2,40,78253,6,9
2,5,2,2,1,NA,1,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,99,23452,5,4
2,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,9,9,3,1,1,2,2,2,66,7974,8,7
1,1,2,2,1,NA,4,2,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,53,70714,8,8
1,1,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,1,2,2,1,2,37,1752,6,8
2,6,2,2,NA,1,3,1,NA,NA,NA,NA,NA,2,1,1,2,2,2,2,2,19,98221,3,98
1,6,2,2,1,NA,3,4,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,2,21,93944,1,5
2,4,1,2,1,NA,2,2,8,1,1,2,5,1,1,3,2,1,1,2,1,46,98620,8,4
2,1,2,2,1,NA,2,1,NA,NA,NA,NA,NA,1,8,3,1,1,1,2,2,34,37209,6,5
1,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,54,97502,4,8
2,6,2,2,NA,1,3,2,1,2,1,1,1,1,1,1,2,2,1,1,1,20,31201,2,1
1,2,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,34,78240,3,3
2,6,NA,NA,NA,NA,3,1,2,2,1,1,5,2,2,3,NA,NA,NA,NA,NA,72,20916,3,4
2,9,2,2,1,NA,3,4,1,2,1,2,1,8,8,3,1,2,2,2,9,58,99999,8,99
2,3,1,NA,2,NA,2,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,76,8831,8,5
2,1,2,2,NA,1,3,3,NA,NA,NA,NA,NA,2,1,3,1,2,1,1,8,50,95126,6,6
2,5,2,2,1,NA,1,1,1,2,1,1,1,2,2,3,2,2,2,2,2,83,32024,3,1
1,1,2,2,NA,2,3,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,44,55374,3,8
1,6,2,2,NA,2,2,6,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,24,19104,4,3
1,5,2,NA,NA,2,1,1,1,2,2,2,NA,1,1,3,NA,NA,NA,NA,NA,83,61071,3,4
1,4,NA,2,NA,NA,2,2,2,2,1,1,9,2,2,3,NA,NA,NA,NA,NA,57,21217,4,1
2,1,2,2,NA,1,8,1,NA,NA,NA,NA,NA,1,2,3,1,1,2,2,2,31,75044,8,5
1,1,2,2,NA,2,2,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,71,65753,8,99
2,1,2,NA,2,NA,2,1,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,62,43725,4,5
1,1,2,2,1,NA,4,1,NA,NA,NA,NA,NA,1,2,NA,2,2,2,2,2,21,56001,6,98
1,1,2,1,NA,2,3,1,NA,NA,NA,NA,NA,2,8,3,NA,NA,NA,NA,NA,77,79912,8,7
2,6,2,2,1,NA,4,1,NA,NA,NA,NA,NA,2,1,3,1,1,2,2,2,28,23236,3,7
2,1,2,2,1,NA,2,2,NA,NA,NA,NA,NA,2,2,3,1,2,1,2,2,36,44074,4,2
1,1,1,1,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,2,2,36,99999,8,9
2,6,2,2,NA,1,2,6,NA,NA,NA,NA,NA,1,2,1,2,1,2,2,2,19,99999,7,1
2,1,1,2,NA,1,2,1,NA,NA,NA,NA,NA,1,1,3,1,2,2,2,2,56,98119,5,9
1,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,1,1,2,1,2,52,64506,6,7
2,6,2,NA,NA,1,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,1,2,2,38,90280,4,3
1,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,35,2809,8,6
1,4,NA,2,NA,NA,2,2,1,2,1,2,3,2,2,3,NA,NA,NA,NA,NA,65,27804,2,1
2,5,2,NA,2,NA,4,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,88,33615,6,98
2,1,1,2,1,NA,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,60,65793,4,99
2,1,2,2,1,NA,2,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,1,2,66,92223,8,8
2,1,2,2,2,NA,1,1,NA,NA,NA,NA,NA,8,2,3,NA,NA,NA,NA,NA,71,82009,8,99
2,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,2,2,3,1,2,1,2,2,99,84043,6,4
1,1,2,NA,2,NA,4,1,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,35,99999,5,6
2,6,2,2,1,NA,1,6,1,2,1,1,5,1,1,3,2,1,2,2,2,19,93706,4,3
2,1,2,NA,NA,2,3,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,67,98826,3,4
1,1,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,1,2,1,1,2,44,33618,6,8
2,1,2,2,1,NA,3,1,1,2,1,1,3,2,1,3,2,1,2,2,2,35,45631,2,6
1,6,2,2,1,NA,2,4,NA,NA,NA,NA,NA,1,1,3,1,2,2,2,2,33,28553,6,4
2,2,2,2,NA,1,3,1,NA,NA,NA,NA,NA,2,2,3,1,1,1,2,2,29,7001,5,8
2,1,2,NA,1,NA,2,8,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,68,44105,8,98
1,5,2,NA,NA,2,3,1,2,2,1,2,NA,1,2,3,NA,NA,NA,NA,NA,71,37353,3,6
1,1,2,2,NA,1,1,1,1,2,2,2,3,1,1,3,1,2,2,2,2,44,72701,6,9
1,1,2,NA,NA,2,2,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,82,10024,8,5
1,3,2,2,NA,1,3,8,NA,NA,NA,NA,NA,1,2,3,1,2,2,2,2,42,79756,3,7
2,6,2,2,1,NA,4,6,1,2,2,1,4,2,2,3,2,2,2,2,2,40,91321,1,1
1,1,2,2,1,NA,3,2,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,40,23464,6,99
1,1,2,2,2,NA,3,1,2,2,2,2,NA,1,2,3,NA,NA,NA,NA,NA,49,12144,4,7
2,6,1,2,1,NA,9,9,NA,NA,NA,NA,NA,2,2,3,9,9,9,9,9,99,8618,99,9
1,4,2,NA,NA,1,3,1,1,1,1,2,NA,1,1,3,1,1,1,1,2,53,7306,1,2
2,1,2,2,1,NA,2,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,56,64834,3,6
1,6,1,1,1,NA,2,4,NA,NA,NA,NA,NA,1,2,1,2,2,1,2,2,24,20151,5,98
2,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,1,3,1,2,2,2,2,30,44107,8,8
2,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,60,7054,3,6
2,1,2,NA,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,53,28012,6,6
1,4,2,2,1,NA,1,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,46,2563,3,8
1,1,NA,NA,NA,NA,2,2,1,2,2,1,NA,2,2,3,NA,NA,NA,NA,NA,70,34472,8,6
1,6,2,2,NA,2,1,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,22,75230,6,4
1,6,2,1,NA,1,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,25,32217,4,2
2,3,2,2,1,NA,3,1,8,2,8,1,9,2,2,3,1,2,2,2,2,50,36830,4,3
1,1,2,2,NA,1,3,1,NA,NA,NA,NA,NA,8,1,3,2,1,1,1,2,43,60134,8,9
1,6,2,2,1,NA,1,1,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,2,19,64151,4,9
2,6,2,2,NA,2,2,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,29,79705,3,5
2,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,8,2,3,2,2,2,2,2,58,62563,8,9
1,2,NA,NA,NA,NA,9,2,2,2,8,1,NA,2,8,3,NA,NA,NA,NA,NA,47,99999,1,1
2,1,2,2,NA,2,3,1,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,73,98115,8,5
1,1,2,2,NA,2,2,2,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,55,20740,99,2
1,5,2,NA,NA,1,3,1,NA,NA,NA,NA,NA,2,2,3,1,2,2,2,2,68,37923,8,99
1,1,2,2,NA,2,2,2,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,65,43232,4,6
2,1,1,2,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,1,2,58,32064,2,4
2,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,70,46011,6,6
1,3,2,2,NA,1,1,2,2,2,2,2,3,1,1,3,1,1,1,1,2,50,23690,3,7
2,1,2,NA,2,NA,2,1,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,57,4473,8,8
2,5,2,NA,2,NA,2,2,2,2,1,1,5,1,2,3,NA,NA,NA,NA,NA,67,37329,1,2
2,1,2,NA,NA,2,2,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,76,18471,3,98
1,1,2,2,1,NA,1,6,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,58,27929,8,8
2,1,2,NA,1,NA,3,1,1,1,1,1,1,1,1,3,2,2,1,2,2,33,47167,5,5
1,1,2,NA,1,NA,2,2,NA,NA,NA,NA,NA,1,1,3,2,2,1,2,2,68,27288,4,2
1,1,NA,NA,NA,NA,3,1,2,2,2,2,NA,1,2,3,NA,NA,NA,NA,NA,68,14433,3,2
2,9,2,2,2,NA,3,1,NA,NA,NA,NA,NA,8,8,2,NA,NA,NA,NA,NA,60,41001,5,6
2,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,72,33880,7,7
1,3,2,2,2,NA,2,2,1,2,2,2,4,2,2,3,NA,NA,NA,NA,NA,44,32209,7,6
1,1,2,2,NA,2,3,1,2,2,9,1,NA,1,2,3,NA,NA,NA,NA,NA,60,49175,2,2
1,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,32,30067,8,9
1,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,1,2,2,2,2,44,34476,8,5
2,6,2,2,1,NA,2,1,NA,NA,NA,NA,NA,1,1,3,1,2,2,2,2,63,20901,4,4
2,6,2,2,1,NA,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,18,99999,3,1
1,1,NA,NA,NA,NA,3,2,2,2,2,1,4,2,2,3,NA,NA,NA,NA,NA,60,53210,3,1
1,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,35,18612,8,8
2,6,2,1,NA,1,1,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,22,75244,6,8
2,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,59,75048,4,6
2,6,2,2,1,NA,2,3,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,19,6824,4,98
1,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,1,3,1,2,1,2,2,35,8085,8,8
1,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,51,33165,6,9
1,6,2,2,NA,2,8,5,2,2,1,1,2,1,1,3,NA,NA,NA,NA,NA,45,99999,2,1
2,3,1,NA,1,NA,3,1,1,1,1,2,NA,1,1,3,1,2,1,2,2,63,29407,5,3
2,3,2,2,1,NA,4,3,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,36,30080,5,5
1,2,2,2,2,NA,2,2,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,53,44103,3,3
1,4,1,NA,2,NA,3,1,1,1,1,1,2,1,1,3,NA,NA,NA,NA,NA,43,37354,2,1
1,3,2,NA,1,NA,2,2,2,2,2,2,NA,1,1,2,1,1,2,2,2,48,48213,3,2
1,1,2,2,1,NA,1,1,NA,NA,NA,NA,NA,1,2,3,1,2,2,2,1,28,40219,6,4
2,1,NA,NA,NA,NA,4,2,1,2,2,2,NA,2,1,3,NA,NA,NA,NA,NA,80,20748,4,99
1,6,NA,NA,NA,NA,8,2,2,1,1,1,6,8,8,3,NA,NA,NA,NA,NA,61,19142,2,98
1,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,1,3,1,2,2,2,2,53,22308,6,9
1,2,2,2,1,NA,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,26,28451,5,98
2,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,45,37615,8,8
2,4,2,NA,NA,1,3,4,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,45,7201,6,3
1,1,2,NA,NA,2,3,2,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,46,29940,5,9
2,6,1,1,NA,1,2,2,NA,NA,NA,NA,NA,1,1,3,1,2,2,2,2,38,63107,6,5
1,6,NA,NA,NA,NA,4,6,9,1,9,9,NA,2,2,3,NA,NA,NA,NA,NA,49,53204,3,2
2,1,2,1,1,NA,4,9,NA,NA,NA,NA,NA,1,1,3,1,1,1,2,2,50,98198,8,98
2,2,2,NA,1,NA,4,1,NA,NA,NA,NA,NA,2,2,3,1,1,1,1,1,24,58540,4,3
1,3,1,1,1,NA,1,1,1,2,1,2,3,1,1,3,1,2,2,2,2,60,73109,8,7
1,2,2,NA,NA,2,1,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,51,58104,7,6
1,1,2,2,2,NA,2,2,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,30,30906,5,6
1,3,2,2,1,NA,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,75,67039,5,6
1,4,NA,NA,NA,NA,2,1,1,2,1,2,1,1,1,3,NA,NA,NA,NA,NA,58,78155,3,2
1,1,NA,NA,NA,NA,3,1,2,2,1,1,1,2,2,3,NA,NA,NA,NA,NA,67,77067,1,2
