"player_name","player_api_id","overall_rating","gk_attr_total","games_played","leagues_played"
"Luke Moore",23788,75,122,12,1
"Steven Davis",23792,80,161,253,2
"Stuart Taylor",23793,75,381,4,1
"Thomas Sorensen",23794,78,386,98,1
"Peter Whittingham",23806,74,150,30,1
"Maik Taylor",23813,74,379,2,1
"Matthew Upson",23818,82,120,116,1
"Mikael Forssell",23819,78,137,23,1
"Daniel Fox",23823,71,142,45,2
"Scott Dann",23837,78,139,160,1
"Sone Aluko",23839,74,120,112,2
"Mark Gower",23849,68,140,14,1
"Walter Pandiani",23853,78,156,61,1
"Cleveland Taylor",23864,66,125,11,1
"Andrew Keogh",23866,72,141,8,1
"Jerel Ifil",23869,67,131,38,1
"Alan Tate",23881,69,118,8,2
"Leon Britton",23882,77,147,114,1
"Aaron Mokoena",23889,75,154,30,1
"Owain Tudor Jones",23891,64,134,47,1
"Tugay Kerimoglou",23913,77,163,15,1
"Morten Gamst Pedersen",23916,85,162,119,1
"Peter Enckelman",23918,73,375,54,1
"Ryan Nelsen",23921,79,140,110,1
"Steven Reid",23922,77,159,67,1
"El Hadji Diouf",23927,82,144,72,2
"Jaroslaw Fojut",23930,70,116,117,2
"Joey O'Brien",23931,71,140,56,1
"Jussi Jaaskelainen",23932,81,415,185,1
"Kevin Nolan",23933,80,144,148,1
"Kevin Davies",23934,79,124,133,1
"Ricardo Vaz Te",23936,74,114,31,2
"Ricardo Gardner",23937,75,148,34,1
"Tal Ben Haim",23939,79,130,44,1
"Bryan Hughes",23946,71,99,1,1
"Goncalo Brandao",23947,75,121,106,2
"Darren Bent",23949,85,126,135,1
"Dean Kiely",23950,74,368,3,1
"Dennis Rommedahl",23951,72,135,26,1
"Hermann Hreidarsson",23953,74,85,36,1
"Jerome Thomas",23954,75,137,65,1
"Robert Elliot",23979,69,346,35,1
"Geremi",23983,76,161,11,1
"Carlo Cudicini",23984,81,395,20,1
"Filipe Oliveira",23986,69,135,19,1
"Joe Keenan",23987,65,132,9,1
"Lassana Diarra",23988,82,149,110,3
"Scott Sinclair",23991,76,119,66,1
"Bjarni Vidarsson",23997,69,136,22,1
"David Weir",23998,75,130,111,1
"Gary Naysmith",23999,72,139,7,1
"Iain Turner",24000,71,347,4,1
"James Beattie",24001,80,133,37,2
"James McFadden",24002,78,147,79,2
"James Vaughan",24003,75,111,2,1
"Joseph Yobo",24004,81,137,48,1
"Lee Carsley",24005,77,148,3,1
"Leon Osman",24006,78,137,183,1
"Mikel Arteta",24011,83,173,163,1
"Per Kroeldrup",24013,80,149,86,2
"Simon Davies",24020,80,138,73,1
"Terry Dunfield",24022,63,87,4,1
"Tony Hibbert",24023,75,123,89,1
"Alan O'Brien",24024,69,138,14,1
"Collins John",24037,77,127,7,1
"Simon King",24040,64,144,4,1
"Kieren Westwood",24064,75,379,18,1
"David Buchanan",24077,63,125,27,1
"Hurtado Perez Moises",24099,78,144,76,1
"Heidar Helguson",24101,76,89,13,1
"Jaroslav Drobny",24104,82,404,137,1
"Liam Rosenior",24105,71,87,27,1
"Tomasz Radzinski",24111,68,58,24,1
"Robert Milsom",24114,64,119,43,1
"Boudewijn Zenden",24116,77,140,22,2
"Sean Clohessy",24118,62,48,24,1
"Alexandre Bonnet",24122,69,143,6,1
"Jonathan De Guzman",24123,78,139,130,4
"John Arne Riise",24130,82,163,177,2
"Jose Miguel Josemi",24131,76,117,47,1
"Mohamed Lamine Sissoko",24132,81,148,78,3
"Salif Diao",24133,70,143,34,1
"Sami Hyypiae",24134,83,143,64,2
"Stephen Warnock",24136,79,142,121,1
"Steve Finnan",24137,80,146,23,2
"Daniel Halfar",24138,73,140,29,1
"Ben Foster",24147,80,398,183,1
"Darren Fletcher",24148,83,159,153,1
"Floribert Ngalula",24149,60,52,15,1
"John O'Shea",24150,80,173,206,1
"Ryan Giggs",24154,86,155,86,1
"Tom Heaton",24155,75,376,38,1
"Darron Gibson",24156,77,149,52,1
"Fraizer Campbell",24157,74,109,80,1
"Adam Johnson",24159,82,146,146,1
"Aiyegbeni Yakubu",24160,84,134,59,1
"Andrew Taylor",24161,70,133,38,1
"Anthony McMahon",24162,71,122,13,1
"Chris Riggott",24163,75,77,17,1
"David Wheater",24166,77,143,60,1
"Emanuel Pogatetz",24167,77,131,113,2
"Salva Ballesta",24168,81,132,5,1
"Fabio Rochemback",24169,79,165,8,1
"James Morrison",24171,75,130,180,1
"Matthew Bates",24183,65,110,15,1
"Stuart Parnaby",24190,72,121,11,1
"Joey Barton",24205,81,154,118,2
"Micah Richards",24208,83,143,130,2
"Nedum Onuoha",24209,78,128,109,1
"Nicky Weaver",24210,72,367,19,1
"Richard Dunne",24211,80,138,150,1
"Stephen Jordan",24212,72,136,23,1
"Stephen Ireland",24213,81,154,109,1
"Sylvain Distin",24216,81,146,217,1
"Emre Belozoglu",24217,81,154,4,1
"Scott Parker",24223,83,150,158,1
"Shay Given",24224,84,418,112,1
"Shola Ameobi",24225,78,117,61,1
"Stephen Carr",24226,77,139,73,1
"Steve Harper",24227,76,382,60,1
"Steven Taylor",24228,79,130,100,1
"Tim Krul",24229,79,391,156,1
"Titus Bramble",24230,76,146,112,1
"David Edgar",24234,67,148,9,1
"Leonardo Bonucci",24235,83,110,225,1
"Matthew Lockwood",24255,61,119,21,1
"Craig Easton",24260,62,141,3,1
"Simon Ramsden",24275,63,103,66,1
"Andrew O'Brien",24336,76,124,37,1
"Jan Mucha",24341,74,365,43,2
"Allan Russell",24364,63,135,14,1
"Jamie Ashdown",24368,70,345,5,1
"Matthew Taylor",24372,80,147,121,1
"Richard Hughes",24373,69,107,26,1
"Valery Mezague",24374,71,138,5,1
"Marc Pugh",24381,71,126,15,1
"Diego Castro",24383,79,138,195,1
"Abel Aguilar",24385,77,142,134,3
"Michele Fini",24391,76,167,44,1
"Gary O'Neil",24393,76,142,71,1
"Ben Alnwick",24399,73,369,1,1
"Michele Canini",24403,77,139,154,1
"Daniele Conti",24405,78,150,196,1
"Danny Collins",24408,74,138,83,1
"Antonio Langella",24409,79,155,11,1
"Daryl Murphy",24410,73,134,17,2
"Dean Whitehead",24411,75,140,130,1
"Diego Luis Breijo Lopez",24412,73,133,48,1
"Francesco Pisano",24414,74,152,144,1
"David Suazo",24415,83,123,13,2
"Paulo Cesar",24422,73,129,56,1
"Damian Tixier",24423,64,119,39,2
"Liam Lawrence",24435,73,141,32,1
"Siqueira De Olivera Luciano",24436,76,153,96,1
"Martin Woods",24439,66,150,49,1
"Marco Malago",24440,68,132,13,1
"Andrea Mantovani",24443,75,129,137,1
"Nyron Nosworthy",24446,73,120,23,1
"Sergio Pellissier",24448,79,139,180,1
"Stephen Elliott",24449,70,122,39,1
"Victor Obinna",24450,74,134,40,3
"Steven Caldwell",24452,75,130,20,1
"Franco Semioli",24453,80,145,44,1
"Lorenzo Squizzi",24454,71,352,9,1
"Stuart Holden",24455,78,139,27,1
"Simone Tiribocchi",24456,78,132,67,1
"Andrea Zanchetta",24457,77,158,20,1
"Sergio Bernardo Almiron",24459,79,152,112,1
"Antonio Busce",24464,70,157,26,1
"Alex Baptiste",24469,72,114,19,1
"Giles Coke",24475,67,147,25,1
"Stefano Lucchini",24484,77,145,160,1
"Nicola Pozzi",24491,74,144,27,1
"Francesco Pratali",24492,74,137,24,1
"Andrea Raggi",24493,79,138,164,2
"Cesar Sanchez",24494,80,414,64,1
"Valeri Bojinov",24499,84,141,33,3
"Davide Brivio",24500,73,142,96,1
"Guilherme Do Prado",24501,71,144,8,1
"Marco Donadel",24502,78,161,77,1
"Sebastian Frey",24503,87,437,156,1
"Alessandro Gamberini",24504,84,145,179,1
"Martin Joergensen",24506,84,118,7,1
"Riccardo Montolivo",24507,85,152,218,1
"Anthony Gardner",24509,78,119,30,1
"Emil Hallfredsson",24516,77,104,85,1
"Marton Fulop",24527,77,378,42,1
"Michael Brown",24528,74,144,42,1
"Michael Dawson",24531,82,139,150,1
"Manuel Pasqual",24536,77,162,183,1
"Michele Pazienza",24546,76,146,114,1
"Giampaolo Pazzini",24549,84,131,157,1
"Andy Kirk",24575,66,46,23,1
"Mark Bunn",24579,73,368,37,1
"Bradley Johnson",24583,73,149,91,1
"Ricardo",24590,74,126,166,1
"Ricardo",24591,83,419,86,1
"Fernando",24612,80,150,43,1
"Izzy Iriekpen",24618,62,88,2,1
"Geir Ludvig Fevang",24621,68,139,7,1
"Federico Balzaretti",24622,80,148,162,1
"Marcelo Zalayeta",24624,77,137,40,1
"Tommy Elphick",24625,71,108,11,1
"Noe Pamarot",24630,75,126,41,2
"Paul Stalteri",24632,75,107,18,1
"Radek Cerny",24634,72,350,5,1
"Robbie Keane",24635,86,125,72,2
"Sean Davis",24653,79,157,34,1
"Teemu Tainio",24655,78,147,24,2
"Tom Huddlestone",24656,81,164,136,1
"Curtis Davies",24658,78,137,96,1
"Diomansy Kamara",24661,75,132,23,2
"Jason Koumas",24663,78,136,11,1
"Jonathan Greening",24664,73,135,54,1
"David Edwards",24676,68,135,52,1
"Simeon Jackson",24693,71,114,21,2
"Matthew Gilks 18",24694,72,359,18,1
"Grant Holt",24698,76,115,55,1
"Rory McArdle",24701,65,98,47,1
"Dean Holden",24705,65,126,16,1
"Paul Robinson",24728,74,130,109,1
"Zoltan Gera",24737,77,147,71,1
"Anton Ferdinand",24740,81,134,117,1
"Bobby Zamora",24741,80,124,131,1
"Christian Dailly",24742,73,126,7,1
"Daniel Gabbidon",24744,78,109,69,1
"Hayden Mullins",24747,75,145,35,1
"James Collins",24751,78,126,196,1
"Jeremie Aliadiere",24753,77,98,97,2
"Jobi McAnuff",24754,74,120,38,1
"Marlon Harewood",24772,79,91,7,1
"Matthew Etherington",24773,80,138,139,1
"Nigel Reo-Coker",24780,81,153,86,1
"Paul Konchesky",24781,76,143,105,1
"Brian Jensen",24788,76,374,38,1
"Lazaros Christodoulopoulos",24789,75,137,42,1
"Cristian Molinaro",24791,77,147,165,2
"Daniele Portanova",24792,76,136,177,1
"Daniele Gastaldello",24793,78,139,194,1
"Yossi Benayoun",24800,82,150,55,1
"Paulo Sousa",24807,69,136,9,1
"Jamie Smith",24813,72,141,9,1
"Gary Teale",24839,71,130,53,1
"Henri Camara",24841,80,118,3,1
"Jimmy Bullard",24843,80,145,31,1
"Lee McCulloch",24845,73,141,80,1
"Leighton Baines",24846,83,148,251,1
"Massimo Marazzina",24848,72,105,8,1
"Luis Garcia",24852,80,136,134,1
"Simone Vergassola",24854,74,150,120,1
"Michael Pollitt",24886,74,366,5,1
"Ryan Taylor",24890,74,155,56,1
"Mike Williamson",24899,75,149,127,1
"Russell Martin",24903,73,127,119,1
"Ikechi Anya",24915,70,59,17,1
"Tonel",24932,76,108,40,1
"Ashley Williams",24948,81,135,181,1
"Adam Le Fondre",24952,73,96,11,1
"Cristian Zapata",24970,80,131,174,2
"Barry Ferguson",24978,84,178,89,2
"Gunnar Nielsen",24983,66,329,19,1
"Graeme Smith",24984,63,325,38,1
"Graeme Smith",24985,68,349,51,1
"Paul Scharner",25005,77,154,123,2
"Bjoern Helge Riise",25015,72,134,5,1
"Heinz Mueller",25018,77,387,65,1
"David Fox",25070,69,130,23,1
"Craig Gardner",25075,75,135,149,1
"Paulo Sergio",25108,71,142,66,1
"Stephen O'Donnell",25128,62,102,19,1
"Sean Dillon",25131,70,118,203,1
"Lee Cattermole",25150,77,159,181,1
"Ali Al-Habsi",25156,79,387,101,1
"Hussein Yasser",25160,65,53,19,1
"David Graham",25166,63,51,44,1
"Yves Makaba-Makalamby",25199,65,321,28,2
"Dickson Etuhu",25253,76,154,65,1
"Michal Papadopoulos",25255,71,135,72,2
"Mathieu Beda",25257,71,112,55,1
"Simon Cziommer",25259,76,149,41,1
"Christian Schwegler",25260,71,136,12,1
"Jesper Hansen",25329,71,354,40,1
"Soeren Larsen",25336,78,142,1,1
"Cristiano Lucarelli",25337,85,131,29,1
"Marco Rossi",25338,73,123,56,1
"Benjani Mwaruwari",25342,80,120,15,1
"Oscar Gonzalez",25347,77,113,50,1
"Andreas Goerlitz",25364,75,135,14,1
"Andreas Ottl",25365,73,133,72,1
"Claudio Pizarro",25366,84,119,127,1
"Paulo Jorge",25374,71,139,1,1
"Scott Brown",25382,86,157,204,1
"Emile Lokonda Mpenza",25393,69,122,27,1
"Steven Thompson",25411,68,133,121,2
"David Jones",25415,71,144,84,1
"Jonathan Hayes",25416,70,53,172,1
"Ladji Keita",25419,69,133,44,1
"Jamie O'Hara",25421,77,149,63,1
"Neil McCann 22",25434,70,141,22,1
"Victor Casadesus",25462,76,138,137,1
"Ibrahima Gueye",25465,66,124,43,1
"Francesco Scardina",25479,66,126,11,1
"Christian Schulz",25483,75,157,218,1
"Dimitri Payet",25496,84,134,230,2
"Nicolas Frutos",25499,83,133,1,1
"David Elebert",25505,64,114,45,1
"Mamadou Niang",25515,83,139,57,1
"Papa Bouba Diop",25517,79,143,24,1
"Habib Beye",25518,81,150,29,1
"Boukari Drame",25519,75,124,160,2
"Pape Diakhate",25521,77,116,82,2
"Omar Daf",25522,72,134,56,1
"Frank Rost",25524,85,417,98,1
"Siaka Tiene",25525,75,139,137,1
"Andrea Ranocchia",25526,82,134,162,1
"Ali Boussaboun",25535,66,57,25,1
"Marouane Chamakh",25537,82,142,121,2
"Youssouf Hadji",25538,79,112,102,1
"Badr El Kaddouri",25539,70,50,5,1
"Vincent Enyeama",25540,81,407,111,1
"Taye Taiwo",25541,79,151,104,3
"John Utaka",25543,81,121,83,2
"Christian Obodo",25549,79,144,33,2
"Peter Odemwingie",25550,83,132,94,1
"Bartholomew Ogbeche",25551,75,86,59,2
"Guirane N'Daw",25560,73,142,91,2
"Carlos Kameni",25563,82,399,177,1
"Thimothee Atouba",25565,79,149,10,2
"Achille Emana",25571,79,144,32,1
"Jean Makoun",25572,82,147,131,2
"Pierre Webo",25574,78,131,49,1
"Pierre Boya",25575,66,53,22,1
"David Robertson",25579,65,136,56,1
"Manuel Belleri",25581,74,150,7,1
"Kevin Smith",25583,58,117,2,1
"Cribari",25584,77,143,47,1
"Lorenzo De Silvestri",25587,77,143,171,1
"Fabio Firmani",25588,73,145,8,1
"Stefano Mauri",25594,81,151,146,1
"Gaby Mudingayi",25595,78,150,124,1
"Goran Pandev",25597,82,148,129,1
"Tommaso Rocchi",25598,84,127,71,1
"Rory Fallon",25600,63,125,27,1
"Roberto",25604,68,119,2,1
"Morten Duncan Rasmussen",25611,80,153,5,2
"Rick Hoogendorp",25612,65,121,2,1
"Wesley",25617,77,49,4,1
"Bertin Tomou",25619,64,139,16,1
"Jamie Mole",25625,62,63,13,1
"Marco Caligiuri",25628,72,147,63,1
"Orlando Dos Santos Costa",25636,63,132,17,1
"Anthony Lurling",25640,71,128,136,1
"Kaba Diawara",25642,65,122,10,1
"Georgios Samaras",25643,78,137,103,1
"Martin Latka",25644,74,85,13,1
"Hossam Ghaly",25655,72,111,3,1
"Ismael Bangoura",25657,73,129,33,1
"Fode Mansare",25659,75,129,17,1
"Pascal Feindouno",25661,81,116,22,2
"Dianbobo Balde",25664,78,133,31,1
"Victor Anichebe",25666,74,104,68,1
"Martin Olsson",25667,76,118,126,1
"Rory Delap",25668,73,141,119,1
"Dougie Imrie",25674,62,125,176,1
"Nelson Benitez",25693,69,119,8,1
"Jonathan Jager",25730,71,118,24,1
"Juan Pablo Carrizo",25735,80,397,55,2
"Tom Caluwe",25749,68,61,21,2
"Danijel Milicevic",25751,76,51,89,1
"Ezequiel Luna",25753,72,120,22,1
"Gonzalo Higuain",25759,86,151,205,2
"Massimo Colomba",25760,64,316,19,1
"Paulinho",25766,69,135,91,1
"Damir Dzombic",25770,57,121,3,1
"Reto Zanni",25771,66,131,20,1
"Zdravko Kuzmanovic",25772,79,148,147,3
"Ivan Rakitic",25773,85,149,206,2
"Marcel Herzog",25779,68,328,29,1
"Cesar Fernando",25782,62,143,48,1
"Juan Pablo Garat",25789,59,106,45,1
"Jiri Koubsky",25790,66,143,27,1
"Mijat Maric",25791,72,54,128,1
"Philippe Montandon",25792,61,48,53,1
"Marc Zellweger",25793,58,138,27,1
"Davide Calla",25794,66,140,97,1
"Pascal Cerrone",25795,60,122,13,1
"Juergen Gjasula",25796,69,134,5,1
"David Marazzi",25797,60,98,39,1
"Bruno Lazaroni",25798,67,135,39,1
"Henri Siqueira-Barras",25802,62,132,46,1
"Selver Hodzic",25804,62,124,17,1
"Silvan Aegerter",25806,69,142,85,1
"Nelson Ferreira",25809,69,133,174,1
"Johnny Leoni",25811,72,354,95,2
"Marc Schneider",25812,71,113,47,1
"Florian Stahel",25813,69,119,164,1
"Steve von Bergen",25815,75,132,227,3
"Almen Abdi",25816,74,146,68,4
"Gokhan Inler",25818,82,149,200,2
"Raffael",25819,81,150,191,1
"Sergio Bastida",25823,65,144,42,1
"Alexandre Alphonse",25824,69,120,72,2
"Jonathan Parr",25830,72,122,7,1
"Kim Jaggy",25835,65,44,75,2
"Roland Schwegler",25836,68,119,22,1
"Antonio Carlos Dos Santos",25837,73,139,18,1
"Michel Renggli",25839,65,137,142,1
"Veroljub Salatic",25840,71,131,199,1
"Scott Lee Sutter",25843,67,112,155,1
"Mobulu M'Futi",25849,61,60,15,1
"Jean Francois Bedenik",25852,67,334,59,2
"Kader Mangane",25856,79,137,128,1
"Matar Coly",25859,64,88,16,1
"Raphael Nuzzolo",25860,71,124,174,1
"Bastien Geiger",25863,55,135,45,1
"Nicolas Marazzi",25879,63,53,48,1
"Ricardo Silva",25905,70,107,68,1
"Ze Manuel",25906,74,145,23,1
"Cadu",25908,69,41,17,1
"Helder Rosario",25913,74,142,29,1
"Igor Rocha",25915,62,55,17,1
"Bruno Alves",25920,83,140,45,1
"Pepe",25921,85,145,192,1
"Marek Cech",25922,74,141,32,3
"Raul Meireles",25923,82,173,97,2
"Paulo Assuncao",25924,79,157,92,1
"Jose Bosingwa",25925,82,152,101,1
"Alan",25926,79,137,157,1
"Jorginho",25927,76,150,3,1
"Bruno Moraes",25929,72,56,24,1
"Hugo Leal",25930,74,151,56,1
"Guga",25933,65,136,1,1
"Derlei",25935,79,135,12,1
"Rui Sacramento",25942,64,312,4,1
"Marco Woelfli",25947,71,358,174,1
"Steve Gohouri",25948,71,115,52,2
"Mario Raimondi",25951,68,128,67,1
"Carlos Varela",25952,69,137,39,1
"Igor de Camargo",25957,76,130,101,2
"Ibad Muhamadu",25958,60,116,3,1
"Joao Pedro",25962,61,54,8,1
"Steven Jennings",25975,69,135,84,1
"Morten Skoubo",25977,70,143,31,1
"Daniel Agger",25984,83,166,125,1
"Nilmar",25986,83,105,68,1
"Joao Pereira",25990,80,158,160,3
"Rui Nereu",25993,66,331,16,1
"Leo",25994,75,152,1,1
"Ricardo Rocha",25995,73,108,17,2
"Georgios Karagounis",25997,80,153,26,1
"Nuno Assis",25998,77,108,63,1
"Kenneth Vermeer",26002,78,384,155,1
"Hans Vonk",26003,69,344,4,1
"Emanuel Boakye",26004,67,103,18,1
"Thomas Vermaelen",26005,83,137,117,3
"Jeffrey Sarpong",26010,73,133,66,2
"Victor Hugo Montano",26014,77,117,105,1
"Philippe Delaye",26015,69,136,3,1
"Michael Timisela",26016,66,144,78,1
"Xavier Collin",26022,72,131,10,1
"Martial Robin",26027,67,137,44,1
"Romain Rocchi",26028,76,116,16,1
"Rodrigo Lacerda",26029,72,148,63,1
"Djamel Abdoun",26040,75,113,14,2
"Krisztian Vadocz",26044,73,145,72,3
"Ludovic Genest",26045,65,104,1,1
"Renaud Cohade",26051,75,148,164,1
"Laurent Bonnart",26052,75,105,116,1
"Guillaume Loriot",26057,68,57,22,1
"Stephane Besle",26065,62,115,173,1
"Kamil Zayatte",26066,75,127,52,1
"Flavien La Postollec",26078,67,55,46,1
"Alain Cantareil",26085,68,124,7,1
"Joao Paulo",26092,64,62,6,1
"Clarence Seedorf",26096,83,154,92,1
"Kakha Kaladze",26098,86,156,62,1
"Paolo Maldini",26099,82,141,30,1
"Franck Beria",26107,77,149,177,1
"Younes Kaboul",26108,80,125,141,1
"Baptiste Martin",26109,69,128,65,1
"Bacary Sagna",26111,83,144,212,1
"Benoit Cheyrou",26112,81,165,159,1
"Thomas Kahlenberg",26113,84,150,61,2
"Lionel Mathis",26114,74,101,74,1
"Garra Dembele",26115,73,47,3,1
"Luigi Pieroni",26116,74,133,10,2
"Mathieu Valverde",26117,72,366,57,1
"Florian Marange",26118,72,127,99,1
"Marc Planus",26119,84,147,131,1
"Alejandro Alonso",26120,74,142,61,1
"Pierre Ducasse",26121,70,144,35,1
"Jean-Claude Darcheville",26123,78,112,14,2
"Yohann Pele",26126,79,392,67,1
"Gregory Cerdan",26127,73,143,65,1
"Tulio de Melo",26130,77,121,38,1
"James Fanchone",26132,72,127,8,1
"Adama Coulibaly",26136,78,129,109,1
"Nicolas Gillet",26137,72,149,18,1
"Hilton",26138,81,156,218,1
"Yohan Demont",26139,76,140,67,1
"Fabien Laurenti",26141,76,134,29,1
"Carlos Henrique",26142,82,149,102,1
"Daniel Cousin 20",26143,79,113,20,2
"Jussie",26144,78,159,88,1
"Olivier Thomert",26145,78,142,40,2
"Seydou Keita",26146,83,155,112,2
"Efstathios Tavlaridis",26148,81,103,29,1
"Gregory Tafforeau",26149,78,152,31,1
"Gregory Malicki",26150,75,375,34,1
"Kevin Mirallas",26151,81,142,111,2
"Mathieu Debuchy",26154,80,142,201,2
"Mathieu Bodmer",26155,82,150,135,1
"Nicolas Fauvergue",26156,71,127,21,1
"Rafael Schmitz",26157,81,141,44,1
"Stephane Dumont",26159,72,160,15,1
"Yohan Cabaye",26160,82,145,228,2
"Claudio Cacapa",26161,81,142,4,1
"Francois Clerc",26162,79,120,160,1
"Hatem Ben Arfa",26163,82,144,123,2
"Joan Hartock",26164,67,339,2,1
"John Carew",26165,83,112,53,1
"Karim Benzema",26166,87,112,199,2
"Remy Vercoutre",26167,76,389,120,1
"Cedric Carrasso",26168,83,408,268,1
"Aleksandr Hleb",26169,84,163,46,3
"Lorik Cana",26171,81,155,133,3
"Mickael Pagis",26172,82,150,25,1
"Faryd Mondragon",26173,87,417,75,1
"Gregory Leca",26176,72,145,64,1
"Samir Nasri",26181,86,159,178,1
"Gregory Wimbee",26190,75,360,38,1
"Gregory Proment",26191,74,153,60,1
"Jamal Alioui",26193,69,130,36,1
"Ludovic Obraniak",26195,80,166,128,2
"Roy Contout",26199,70,128,119,2
"Sebastien Bassong",26209,78,134,159,1
"Laurent Agouazi",26211,66,126,20,1
"Alexandre Licata",26213,76,136,11,1
"Diego Perez",26214,76,149,127,2
"Flavio Roma",26215,80,391,5,1
"Francois Modesto",26216,75,139,137,1
"Serge Gakpe",26221,75,139,80,3
"Gaetan Bong",26222,73,130,96,1
"Bostjan Cesar",26223,77,144,198,2
"Benjamin Nicaise",26224,68,141,41,1
"Benjamin Gavanon",26227,75,160,62,1
"Frederic Biancalani",26231,71,107,20,1
"Gennaro Bracigliano",26233,78,388,67,1
"Gergely Rudolf",26234,72,148,15,1
"Jeremy Sapina",26235,66,120,41,1
"Jonathan Brison",26236,76,156,142,1
"Landry N'Guemo",26238,76,146,153,2
"Moncef Zerka",26240,73,147,10,1
"Olivier Sorin",26241,75,380,127,1
"Pascal Berenguer",26242,73,150,71,1
"Sebastien Puygrenier",26244,81,143,123,2
"Andre Luiz",26245,74,132,154,1
"Nenad Dzodic",26250,72,129,20,1
"Kamel Chafni",26251,72,143,107,1
"Tony Heurtebis",26252,70,345,7,1
"Mauro Cetto",26253,77,136,89,2
"Emir Spahic",26255,79,136,175,3
"Lars Jacobsen",26256,74,139,92,2
"Daniel Jensen",26257,78,162,18,2
"Shlomi Arbeitman",26260,70,43,27,1
"Aurelien Capoue",26261,71,133,37,1
"Bocundji Ca",26262,69,127,31,1
"Claudiu Keseru",26263,75,115,11,1
"Franck Signorino",26264,75,98,110,2
"Frederic Da Rocha",26265,76,128,50,1
"Alexis Thebaux",26275,77,387,111,1
"Guillaume Norbert",26277,65,126,4,1
"Jean-Jacques Pierre",26279,72,124,45,1
"Mamadou Diallo",26282,70,103,13,1
"Loic Guillon",26284,76,138,12,1
"Milos Dimitrijevic",26285,70,114,9,2
"Cedric Varrault",26287,76,53,72,1
"Dennis Oliech",26288,72,100,110,1
"Cyril Rool",26289,75,140,21,1
"Damien Gregorini",26290,75,369,77,1
"Florent Balmont",26291,79,145,239,1
"Ederson",26294,79,141,56,2
"Hugo Lloris",26295,86,425,282,2
"Marama Vahirua",26300,75,133,62,1
"Olivier Echouafni",26304,72,145,45,1
"Rod Fanni",26307,79,145,208,1
"Jacques Abardonado",26308,78,141,27,1
"Cristian Rodriguez",26310,81,145,49,3
"Edouard Cisse",26311,75,132,75,1
"Fabrice Pancrate",26312,70,52,5,1
"Jerome Alonzo",26313,78,370,27,1
"Mario Yepes",26315,85,131,118,1
"Arnold Mvuemba",26324,75,154,138,2
"Cyril Jeunechamp",26325,75,128,85,1
"Etienne Didot",26326,79,146,206,1
"Gregory Bourillon",26327,76,133,136,1
"Jacques Faty",26328,75,140,92,1
"Jean-Joeel Perrier Doumbe",26329,75,131,3,1
"Jimmy Briand",26330,81,151,172,2
"Adailton",26331,75,118,75,1
"Moussa Sow",26332,80,128,74,1
"Olivier Sorlin",26333,74,155,131,1
"Olivier Monterubbio",26334,83,150,19,2
"Simon Pouplin",26335,73,362,94,2
"Stephane M'Bia",26336,82,140,156,3
"Jeremie Janot",26343,80,396,103,1
"Bafetimbi Gomis",26344,82,117,203,2
"Damien Perquis",26345,75,142,143,2
"Fousseni Diawara",26346,66,145,39,1
"Frederic Piquionne",26347,77,125,58,2
"Herita Ilunga",26348,75,143,65,2
"Ignacio Piatti",26349,77,56,19,1
"Jody Viviani",26350,74,374,33,1
"Julien Sable",26351,77,157,100,1
"Loic Perrin",26353,82,149,185,1
"Mouhamadou Dabo",26354,77,140,142,2
"Vincent Hognon",26356,79,130,16,1
"Zoumana Camara",26357,77,125,102,1
"Teddy Richert",26359,78,384,110,1
"Rabiu Afolabi",26360,76,136,29,1
"Sigamary Diarra",26364,75,121,101,1
"Jessy Moulin",26367,67,338,2,1
"Dusko Tosic",26368,75,95,7,1
"Mickael Isabey",26370,75,148,16,1
"Romain Pitau",26371,74,142,108,1
"Badara Sene",26372,61,133,1,1
"Mevlut Erdinc",26374,78,128,188,2
"Julien Quercia",26376,74,87,31,1
"Habib Bellaid",26383,73,130,29,2
"Yacine Abdessadki",26388,73,138,48,1
"Guillaume Lacour",26390,72,152,16,1
"Salim Arrache",26391,67,109,5,1
"Kevin Gameiro",26392,83,133,190,2
"Eric Mouloungui",26394,72,133,73,2
"Lucien Aubey",26398,69,146,16,1
"Daniel Congre",26399,77,140,262,1
"Albin Ebondo",26401,73,143,96,1
"Mohamed Fofana",26402,74,125,121,1
"Jeremy Mathieu",26403,83,149,181,2
"Nicolas Dieuze",26405,74,140,61,1
"Pantxi Sirieix",26406,69,128,72,1
"Bryan Bergougnoux",26408,72,144,13,1
"Xavier Pentecote",26409,72,124,11,1
"Quentin Westberg",26410,66,338,2,1
"Florian Boucansaud",26412,72,147,14,1
"Blaise Matuidi",26419,84,151,231,1
"Benjamin Nivet",26420,76,143,125,1
"Eloge Enza-Yamissi",26423,68,177,36,1
"Jean-Christophe Vergerolle",26425,66,120,1,1
"Ibrahim Afellay",26434,82,154,94,4
"Ismael Aissati",26435,73,147,60,1
"Michael Ball",26436,74,43,8,1
"Jefferson Farfan",26437,84,128,155,1
"Timmy Simons",26440,79,148,181,3
